,action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id,uniprotID
734,INHIBITOR,Cytochrome P450 inhibitor,CHEMBL1201131,CHEMBL2364702,E0VCW8
735,INHIBITOR,Tubulin inhibitor,CHEMBL562,CHEMBL2364703,F2SZD3
736,INHIBITOR,Tubulin inhibitor,CHEMBL685,CHEMBL2364704,C4PKY4
737,INHIBITOR,Tubulin inhibitor,CHEMBL625,CHEMBL2364704,C4PKY4
738,INHIBITOR,Tubulin inhibitor,CHEMBL1483,CHEMBL2364704,C4PKY4
739,INHIBITOR,Tubulin inhibitor,CHEMBL1483,CHEMBL2364705,F1L5G6
740,INHIBITOR,Tubulin inhibitor,CHEMBL685,CHEMBL2364705,F1L5G6
741,INHIBITOR,Tubulin inhibitor,CHEMBL625,CHEMBL2364705,F1L5G6
742,AGONIST,Toll-like receptor 7 agonist,CHEMBL1282,CHEMBL5936,Q9NYK1
743,ANTAGONIST,Toll-like receptor 7 antagonist,CHEMBL1690,CHEMBL5936,Q9NYK1
744,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL104,CHEMBL1780,P10613
745,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL1201049,CHEMBL1780,P10613
746,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL638,CHEMBL1780,P10613
747,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL157101,CHEMBL1780,P10613
748,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL91,CHEMBL1780,P10613
749,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL64391,CHEMBL1780,P10613
750,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL1306,CHEMBL1780,P10613
751,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL1559,CHEMBL1780,P10613
752,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL106,CHEMBL1780,P10613
753,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL1200348,CHEMBL1780,P10613
754,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL1200438,CHEMBL1780,P10613
755,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL1397,CHEMBL1780,P10613
756,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL1200725,CHEMBL1780,P10613
757,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL1200398,CHEMBL1780,P10613
758,INHIBITOR,Cytochrome P450 51 inhibitor,CHEMBL1200836,CHEMBL1780,P10613
759,INHIBITOR,Cyclooxygenase-2 inhibitor,CHEMBL122,CHEMBL230,P35354
760,INHIBITOR,Cyclooxygenase-2 inhibitor,CHEMBL1316,CHEMBL230,P35354
761,INHIBITOR,Cyclooxygenase-2 inhibitor,CHEMBL599,CHEMBL230,P35354
762,INHIBITOR,Cyclooxygenase-2 inhibitor,CHEMBL1070,CHEMBL230,P35354
763,INHIBITOR,Cyclooxygenase-2 inhibitor,CHEMBL865,CHEMBL230,P35354
764,INHIBITOR,Cyclooxygenase-2 inhibitor,CHEMBL118,CHEMBL230,P35354
765,INHIBITOR,Cyclooxygenase-2 inhibitor,CHEMBL622,CHEMBL230,P35354
766,AGONIST,Cannabinoid CB1 receptor agonist,CHEMBL2218896,CHEMBL218,P21554
767,AGONIST,Cannabinoid CB1 receptor agonist,CHEMBL465,CHEMBL218,P21554
768,INHIBITOR,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL754,CHEMBL1872,P04293
769,INHIBITOR,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL152,CHEMBL1872,P04293
770,INHIBITOR,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL182,CHEMBL1872,P04293
771,INHIBITOR,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL184,CHEMBL1872,P04293
772,INHIBITOR,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1090,CHEMBL1872,P04293
773,INHIBITOR,Human herpesvirus 1 DNA polymerase inhibitor,CHEMBL1201110,CHEMBL1872,P04293
774,INHIBITOR,Synaptic vesicular amine transporter inhibitor,CHEMBL1668,CHEMBL1893,Q05940
775,INHIBITOR,Synaptic vesicular amine transporter inhibitor,CHEMBL772,CHEMBL1893,Q05940
776,INHIBITOR,Synaptic vesicular amine transporter inhibitor,CHEMBL1200515,CHEMBL1893,Q05940
777,INHIBITOR,Synaptic vesicular amine transporter inhibitor,CHEMBL117785,CHEMBL1893,Q05940
778,INHIBITOR,Synaptic vesicular amine transporter inhibitor,CHEMBL612,CHEMBL1893,Q05940
779,INHIBITOR,Histone deacetylase 2 inhibitor,CHEMBL98,CHEMBL1937,Q92769
780,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL282042,CHEMBL243,Q72874
781,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL163,CHEMBL243,Q72874
782,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL1205,CHEMBL243,Q72874
783,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL116,CHEMBL243,Q72874
784,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL114,CHEMBL243,Q72874
785,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL729,CHEMBL243,Q72874
786,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL222559,CHEMBL243,Q72874
787,INHIBITOR,Human immunodeficiency virus type 1 protease inhibitor,CHEMBL1735,CHEMBL243,Q72874
788,ANTAGONIST,Purinergic receptor P2Y12 antagonist,CHEMBL1083385,CHEMBL2001,Q9H244
789,ANTAGONIST,Purinergic receptor P2Y12 antagonist,CHEMBL1717,CHEMBL2001,Q9H244
790,NEGATIVE ALLOSTERIC MODULATOR,Purinergic receptor P2Y12 negative allosteric modulator,CHEMBL398435,CHEMBL2001,Q9H244
791,ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL1200803,CHEMBL211,P08172
792,ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL1240,CHEMBL211,P08172
793,ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL1200935,CHEMBL211,P08172
794,ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL517712,CHEMBL211,P08172
795,ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL1231,CHEMBL211,P08172
796,ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL1133,CHEMBL211,P08172
797,ANTAGONIST,Muscarinic acetylcholine receptor M2 antagonist,CHEMBL1722209,CHEMBL211,P08172
798,INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL1946170,CHEMBL2041,P07949
799,INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL1200485,CHEMBL2041,P07949
800,INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL1567,CHEMBL2041,P07949
801,INHIBITOR,Tyrosine-protein kinase receptor RET inhibitor,CHEMBL24828,CHEMBL2041,P07949
802,INHIBITOR,Penicillin-binding protein inhibitor,CHEMBL1201121,CHEMBL2362973,Q9RET4
803,INHIBITOR,Penicillin-binding protein inhibitor,CHEMBL1201116,CHEMBL2362973,Q9RET4
804,PARTIAL AGONIST,Muscle-type nicotinic acetylcholine receptor partial agonist,CHEMBL1134,CHEMBL2362997,P02708
805,ANTAGONIST,Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL1200757,CHEMBL2362997,P02708
806,ANTAGONIST,Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL1200993,CHEMBL2362997,P02708
807,ANTAGONIST,Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL1200527,CHEMBL2362997,P02708
808,ANTAGONIST,Muscle-type nicotinic acetylcholine receptor antagonist,CHEMBL1200629,CHEMBL2362997,P02708
809,INHIBITOR,Ephrin receptor inhibitor,CHEMBL24828,CHEMBL2363043,P29317
810,INHIBITOR,Alcohol dehydrogenase class I inhibitor,CHEMBL1308,CHEMBL2363044,P07327
811,INHIBITOR,DNA inhibitor,CHEMBL141,CHEMBL2363048,
812,INHIBITOR,DNA inhibitor,CHEMBL141,CHEMBL2363046,
813,INHIBITOR,DNA inhibitor,CHEMBL141,CHEMBL2363047,
814,INHIBITOR,Epidermal growth factor receptor inhibitor,CHEMBL24828,CHEMBL2363049,P04626
815,POSITIVE MODULATOR,Glycine receptor (alpha-1/beta) positive modulator,CHEMBL931,CHEMBL2363052,P23415
816,CHELATING AGENT,Heavy metals chelating agent,CHEMBL1597,CHEMBL2363053,
817,CHELATING AGENT,Zinc chelating agent,CHEMBL497,CHEMBL2363056,
818,CHELATING AGENT,Copper chelating agent,CHEMBL1430,CHEMBL2363057,
819,CHELATING AGENT,Copper chelating agent,CHEMBL497,CHEMBL2363057,
820,CHELATING AGENT,Iron chelating agent,CHEMBL1234,CHEMBL2363058,
821,CHELATING AGENT,Iron chelating agent,CHEMBL497,CHEMBL2363058,
822,INHIBITOR,Monoamine transporter inhibitor,CHEMBL781,CHEMBL2363064,P31645
823,INHIBITOR,Mitochondrial complex I (NADH dehydrogenase) inhibitor,CHEMBL1703,CHEMBL2363065,P03923
824,INHIBITOR,"3',5'-cyclic phosphodiesterase inhibitor",CHEMBL628,CHEMBL2363066,O76074
825,AGONIST,Prostaglandin E2 receptor agonist,CHEMBL548,CHEMBL2363068,P34995
826,AGONIST,Retinoic acid receptor agonist,CHEMBL1657,CHEMBL2363069,P13631
827,AGONIST,Retinoic acid receptor agonist,CHEMBL38,CHEMBL2363069,P13631
828,AGONIST,Retinoid X receptor agonist,CHEMBL1023,CHEMBL2363070,P28702
829,AGONIST,Retinoid receptor agonist,CHEMBL705,CHEMBL2363071,P28702
830,AGONIST,Retinoid receptor agonist,CHEMBL1131,CHEMBL2363071,P28702
831,AGONIST,Retinoid receptor agonist,CHEMBL464,CHEMBL2363071,P28702
832,INHIBITOR,RNA inhibitor,CHEMBL1643,CHEMBL2363073,
833,ANTAGONIST,Toll-like receptor 9 antagonist,CHEMBL1690,CHEMBL5804,Q9NR96
834,INHIBITOR,Sodium/potassium-transporting ATPase inhibitor,CHEMBL254219,CHEMBL2095186,P05023
835,INHIBITOR,Sodium/potassium-transporting ATPase inhibitor,CHEMBL1751,CHEMBL2095186,P05023
836,ALLOSTERIC ANTAGONIST,GABA-A receptor; anion channel allosteric antagonist,CHEMBL407,CHEMBL2093872,P14867
837,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL451,CHEMBL2093872,P14867
838,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL1200703,CHEMBL2093872,P14867
839,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL12,CHEMBL2093872,P14867
840,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL1522,CHEMBL2093872,P14867
841,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL661,CHEMBL2093872,P14867
842,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL646,CHEMBL2093872,P14867
843,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL452,CHEMBL2093872,P14867
844,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL580,CHEMBL2093872,P14867
845,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL856,CHEMBL2093872,P14867
846,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL526,CHEMBL2093872,P14867
847,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL448,CHEMBL2093872,P14867
848,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL1201065,CHEMBL2093872,P14867
849,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL738,CHEMBL2093872,P14867
850,POSITIVE MODULATOR,GABA-A receptor; anion channel positive modulator,CHEMBL681,CHEMBL2093872,P14867
851,POSITIVE ALLOSTERIC MODULATOR,GABA-A receptor; anion channel positive allosteric modulator,CHEMBL931,CHEMBL2093872,P14867
852,POSITIVE MODULATOR,GABA-A receptor; anion channel positive modulator,CHEMBL220492,CHEMBL2093872,P14867
853,POSITIVE ALLOSTERIC MODULATOR,GABA A receptor alpha-1/beta-1/gamma-2 positive allosteric modulator,CHEMBL1521,CHEMBL2111392,P14867
854,INHIBITOR,SRC inhibitor,CHEMBL1421,CHEMBL2363074,P06241
855,INHIBITOR,Steroid 5-alpha-reductase inhibitor,CHEMBL1200969,CHEMBL2363075,P18405
856,INHIBITOR,Topoisomerase IV inhibitor,CHEMBL1200735,CHEMBL2363076,P0AFI2
857,INHIBITOR,Topoisomerase IV inhibitor,CHEMBL9,CHEMBL2363076,P0AFI2
858,INHIBITOR,Topoisomerase IV inhibitor,CHEMBL850,CHEMBL2363076,P0AFI2
859,INHIBITOR,Topoisomerase IV inhibitor,CHEMBL1200779,CHEMBL2363076,P0AFI2
860,INHIBITOR,Topoisomerase IV inhibitor,CHEMBL826,CHEMBL2363077,P48374
861,AGONIST,Vasopressin receptor agonist,CHEMBL1200556,CHEMBL2363078,P30518
862,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL437,CHEMBL2364668,P0AC13
863,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL1382627,CHEMBL2364668,P0AC13
864,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL21,CHEMBL2364668,P0AC13
865,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL1201161,CHEMBL2364668,P0AC13
866,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL443,CHEMBL2364668,P0AC13
867,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL1109,CHEMBL2364668,P0AC13
868,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL453,CHEMBL2364668,P0AC13
869,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL700,CHEMBL2364668,P0AC13
870,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL439,CHEMBL2364668,P0AC13
871,INHIBITOR,Bacterial dihydropteroate synthase inhibitor,CHEMBL455,CHEMBL2364668,P0AC13
872,INHIBITOR,Bacterial dihydrofolate reductase inhibitor,CHEMBL22,CHEMBL2364669,P0ABQ4
873,INHIBITOR,Bacterial beta-lactamase TEM inhibitor,CHEMBL1003,CHEMBL2364670,P62593
874,INHIBITOR,Bacterial beta-lactamase TEM inhibitor,CHEMBL1439,CHEMBL2364670,P62593
875,INHIBITOR,Isoleucyl-tRNA synthetase inhibitor,CHEMBL719,CHEMBL2364671,Q99YW3
876,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1201043,CHEMBL2354204,P24228
877,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1604,CHEMBL2354204,P24228
878,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL2146124,CHEMBL2354204,P24228
879,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL615,CHEMBL2354204,P24228
880,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL158,CHEMBL2354204,P24228
881,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1632,CHEMBL2354204,P24228
882,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1201118,CHEMBL2354204,P24228
883,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1200589,CHEMBL2354204,P24228
884,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1200530,CHEMBL2354204,P24228
885,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1200523,CHEMBL2354204,P24228
886,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL927,CHEMBL2354204,P24228
887,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1644,CHEMBL2354204,P24228
888,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL3183968,CHEMBL2354204,P24228
889,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1605,CHEMBL2354204,P24228
890,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1082,CHEMBL2354204,P24228
891,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL174,CHEMBL2354204,P24228
892,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1541,CHEMBL2354204,P24228
893,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL606260,CHEMBL2354204,P24228
894,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1200356,CHEMBL2354204,P24228
895,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1200758,CHEMBL2354204,P24228
896,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL44354,CHEMBL2354204,P24228
897,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1010,CHEMBL2354204,P24228
898,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1201016,CHEMBL2354204,P24228
899,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL127,CHEMBL2354204,P24228
900,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1223,CHEMBL2354204,P24228
901,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1126,CHEMBL2354204,P24228
902,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL1200820,CHEMBL2354204,P24228
903,INHIBITOR,Bacterial penicillin-binding protein inhibitor,CHEMBL43708,CHEMBL2354204,P24228
904,INHIBITOR,Penicillin-binding protein inhibitor,CHEMBL1200701,CHEMBL2362972,P72355
905,INHIBITOR,Penicillin-binding protein inhibitor,CHEMBL1568276,CHEMBL2362972,P72355
906,BLOCKER,Voltage-sensitive sodium channel blocker,CHEMBL1525,CHEMBL2362985,Q2VKV7
907,INHIBITOR,ATP-binding cassette sub-family A member 1 inhibitor,CHEMBL608,CHEMBL2362986,O95477
908,INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL1200468,CHEMBL2362988,A2PZ98
909,INHIBITOR,"DNA topoisomerase I, mitochondrial inhibitor",CHEMBL1607,CHEMBL2362989,Q969P6
910,INHIBITOR,Amidophosphoribosyltransferase inhibitor,CHEMBL1542,CHEMBL2362992,Q06203
911,INHIBITOR,Amidophosphoribosyltransferase inhibitor,CHEMBL1200751,CHEMBL2362992,Q06203
912,INHIBITOR,Dihydropteroate synthase 1 inhibitor,CHEMBL1043,CHEMBL2362993,P0C0X1
913,BLOCKER,Voltage-activated calcium channel beta 1 subunit blocker,CHEMBL976,CHEMBL2363079,Q95US7
914,BLOCKER,Voltage-activated calcium channel beta 2 subunit blocker,CHEMBL976,CHEMBL2363080,Q962H3
915,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL130,CHEMBL2363135,P0A7V0
916,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL1517,CHEMBL2363135,P0A7V0
917,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL2146123,CHEMBL2363135,P0A7V0
918,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL1200474,CHEMBL2363135,P0A7V0
919,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL1136,CHEMBL2363135,P0A7V0
920,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL1440,CHEMBL2363135,P0A7V0
921,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL2146063,CHEMBL2363135,P0A7V0
922,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL1607480,CHEMBL2363135,P0A7V0
923,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL1200881,CHEMBL2363135,P0A7V0
924,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL2218877,CHEMBL2363135,P0A7V0
925,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL532,CHEMBL2363135,P0A7V0
926,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL1200688,CHEMBL2363135,P0A7V0
927,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL1741,CHEMBL2363135,P0A7V0
928,INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL529,CHEMBL2363135,P0A7V0
929,SEQUESTERING AGENT,Ergosterol sequestering agent,CHEMBL267345,CHEMBL2364028,
930,CHELATING AGENT,Calcium chelating agent,CHEMBL3989529,CHEMBL2364030,
931,INHIBITOR,Cell membrane inhibitor,CHEMBL1289,CHEMBL2364033,
932,REDUCING AGENT,Cystine reducing agent,CHEMBL1256137,CHEMBL2364039,
933,INHIBITOR,DNA inhibitor,CHEMBL137,CHEMBL2364041,
934,INHIBITOR,DNA inhibitor,CHEMBL64894,CHEMBL2364041,
935,INHIBITOR,DNA inhibitor,CHEMBL869,CHEMBL2364041,
936,INHIBITOR,DNA inhibitor,CHEMBL1103,CHEMBL2364041,
937,INHIBITOR,DNA inhibitor,CHEMBL1200596,CHEMBL2364041,
938,INHIBITOR,DNA inhibitor,CHEMBL572,CHEMBL2364041,
939,INHIBITOR,DNA inhibitor,CHEMBL1200796,CHEMBL2311221,
940,INHIBITOR,DNA inhibitor,CHEMBL1201001,CHEMBL2311221,
941,INHIBITOR,DNA inhibitor,CHEMBL1200981,CHEMBL2311221,
942,INHIBITOR,DNA inhibitor,CHEMBL820,CHEMBL2311221,
943,INHIBITOR,DNA inhibitor,CHEMBL1488,CHEMBL2311221,
944,INHIBITOR,DNA inhibitor,CHEMBL1455,CHEMBL2311221,
945,INHIBITOR,DNA inhibitor,CHEMBL852,CHEMBL2311221,
946,INHIBITOR,DNA inhibitor,CHEMBL515,CHEMBL2311221,
947,INHIBITOR,DNA inhibitor,CHEMBL671,CHEMBL2311221,
948,INHIBITOR,DNA inhibitor,CHEMBL416,CHEMBL2311221,
949,INHIBITOR,DNA inhibitor,CHEMBL1585,CHEMBL2311221,
950,INHIBITOR,DNA inhibitor,CHEMBL105,CHEMBL2311221,
951,INHIBITOR,DNA inhibitor,CHEMBL1619,CHEMBL2311221,
952,INHIBITOR,DNA inhibitor,CHEMBL1200410,CHEMBL2311221,
953,INHIBITOR,DNA inhibitor,CHEMBL1475,CHEMBL2311221,
954,INHIBITOR,DNA inhibitor,CHEMBL1489,CHEMBL2311221,
955,INHIBITOR,DNA inhibitor,CHEMBL1542,CHEMBL2311221,
956,INHIBITOR,DNA inhibitor,CHEMBL1563,CHEMBL2311221,
957,INHIBITOR,DNA inhibitor,CHEMBL359744,CHEMBL2311221,
958,INHIBITOR,DNA inhibitor,CHEMBL1201129,CHEMBL2311221,
959,INHIBITOR,DNA inhibitor,CHEMBL513,CHEMBL2311221,
960,INHIBITOR,DNA inhibitor,CHEMBL803,CHEMBL2311221,
961,INHIBITOR,DNA inhibitor,CHEMBL1200751,CHEMBL2311221,
962,INHIBITOR,DNA inhibitor,CHEMBL1417019,CHEMBL2311221,
963,INHIBITOR,DNA inhibitor,CHEMBL727,CHEMBL2311221,
964,INHIBITOR,DNA inhibitor,CHEMBL185,CHEMBL2311221,
965,INHIBITOR,DNA inhibitor,CHEMBL1200976,CHEMBL2311221,
966,INHIBITOR,RNA inhibitor,CHEMBL513,CHEMBL2311222,
967,INHIBITOR,RNA inhibitor,CHEMBL803,CHEMBL2311222,
968,INHIBITOR,RNA inhibitor,CHEMBL1489,CHEMBL2311222,
969,INHIBITOR,RNA inhibitor,CHEMBL185,CHEMBL2311222,
970,INHIBITOR,Bacterial DNA gyrase inhibitor,CHEMBL4,CHEMBL2311224,P0AES6
971,INHIBITOR,Bacterial DNA gyrase inhibitor,CHEMBL1208,CHEMBL2311224,P0AES6
972,INHIBITOR,Bacterial DNA gyrase inhibitor,CHEMBL8,CHEMBL2311224,P0AES6
973,INHIBITOR,Bacterial DNA gyrase inhibitor,CHEMBL1202,CHEMBL2311224,P0AES6
974,INHIBITOR,Bacterial DNA gyrase inhibitor,CHEMBL1200779,CHEMBL2311224,P0AES6
975,INHIBITOR,Bacterial DNA gyrase inhibitor,CHEMBL9,CHEMBL2311224,P0AES6
976,INHIBITOR,Bacterial DNA gyrase inhibitor,CHEMBL5,CHEMBL2311224,P0AES6
977,INHIBITOR,Bacterial DNA gyrase inhibitor,CHEMBL1200735,CHEMBL2311224,P0AES6
978,INHIBITOR,Bacterial DNA gyrase inhibitor,CHEMBL850,CHEMBL2311224,P0AES6
979,INHIBITOR,Bacterial DNA gyrase inhibitor,CHEMBL1728,CHEMBL2311224,P0AES6
980,INHIBITOR,DNA gyrase inhibitor,CHEMBL33,CHEMBL2311225,P0A4L9
981,INHIBITOR,DNA gyrase inhibitor,CHEMBL31,CHEMBL2311225,P0A4L9
982,INHIBITOR,DNA gyrase inhibitor,CHEMBL1200621,CHEMBL2311225,P0A4L9
983,INHIBITOR,DNA gyrase inhibitor,CHEMBL826,CHEMBL2311244,P48371
984,AGONIST,Sphingosine 1-phosphate receptor agonist,CHEMBL544665,CHEMBL2363041,Q9H228
985,INHIBITOR,DNA polymerase (alpha/delta/epsilon) inhibitor,CHEMBL803,CHEMBL2363042,P09884
986,MODULATOR,Voltage-gated calcium channel modulator,CHEMBL1059,CHEMBL2363032,O95180
987,MODULATOR,Voltage-gated calcium channel modulator,CHEMBL940,CHEMBL2363032,O95180
988,INHIBITOR,DNA polymerase/reverse transcriptase inhibitor,CHEMBL922,CHEMBL2362994,Q9IF40
989,INHIBITOR,DNA polymerase/reverse transcriptase inhibitor,CHEMBL141,CHEMBL2362994,Q9IF40
990,INHIBITOR,DNA inhibitor,CHEMBL1292,CHEMBL2366041,
991,INHIBITOR,DNA inhibitor,CHEMBL788,CHEMBL2366042,
992,INHIBITOR,DNA inhibitor,CHEMBL1129,CHEMBL2366042,
993,INHIBITOR,DNA inhibitor,CHEMBL1448,CHEMBL2366043,
994,INHIBITOR,DNA inhibitor,CHEMBL1448,CHEMBL2366044,
995,INHIBITOR,DNA inhibitor,CHEMBL361506,CHEMBL2366046,
996,INHIBITOR,Kinetoplast DNA inhibitor,CHEMBL361506,CHEMBL2366047,
997,INHIBITOR,ATP inhibitor,CHEMBL1201042,CHEMBL2366048,
998,OPENER,Potassium channel subfamily K member 10 opener,CHEMBL931,CHEMBL2331041,P57789
999,OPENER,Potassium channel subfamily K member 18 opener,CHEMBL931,CHEMBL2331042,Q7Z418
1000,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1200654,CHEMBL2331043,P35498
1001,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1200606,CHEMBL2331043,P35498
1002,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL744,CHEMBL2331043,P35498
1003,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL856,CHEMBL2331043,P35498
1004,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1201020,CHEMBL2331043,P35498
1005,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1201729,CHEMBL2331043,P35498
1006,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1200478,CHEMBL2331043,P35498
1007,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL3707183,CHEMBL2331043,P35498
1008,BLOCKER,Sodium channel alpha subunit blocker,CHEMBL1194,CHEMBL2331043,P35498
